cliente_nomenclatura,campaña_nomenclatura,llave_ventas,llave_unica_mp,versión,tipo_presupuesto,tipo_2,comentario,Año-Mes,mes_plan,campaña_nomenclatura,plataforma,fecha_inicio_plan,fecha_fin_plan,inicio_campaña,fin_campaña,costo_planeado,kpi_planeado,serving,inversión_plataforma,inversión_total,inversión_AdOps,Operativo_AdOps,Serving_AdOps,costo_operativo,inicio_reporte,fin_reporte,inicio_campaña_reporte,fin_campaña_reporte,divisa,dinero_gastado,impresiones,clics,conversiones,revenue,llave_analytics,conversiones_directas,conversiones_asistidas,revenue_directo,revenue_asistido,total_conversiones,total_revenue,ultima_actualizacion
gicsa,forumcuernavaca,2003_gicsa_forumcuernavaca_pi_mkt_sem,2003_gicsa_forumcuernavaca_pi_mkt_sem_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,forumcuernavaca,Google Search,2020-03-01 0:00:00,2020-03-31 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,12,716,0,8600,8600,8600,8600,0,12,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,MXN,274.69,534,14,0,0,2003_gicsa_forumcuernavaca_pi_mkt_sem_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
gicsa,islamerida,2001_gicsa_islamerida_pi_mkt_fb,2001_gicsa_islamerida_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,islamerida,Facebook,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-02 0:00:00,2020-01-31 0:00:00,2.95,29740,0,32680,32680,35100,35100,0,5.75,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-02 0:00:00,2020-01-31 0:00:00,MXN,32579.67,5667035,6800,0,0,2001_gicsa_islamerida_pi_mkt_fb_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
gicsa,islamerida,2001_gicsa_islamerida_pi_mkt_sem,2001_gicsa_islamerida_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,islamerida,Google Search,2020-01-01 0:00:00,2020-01-31 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,12,716,0,8600,8600,6290,6290,0,602,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-01 0:00:00,2020-01-31 0:00:00,MXN,8583.98,194585,7791,0,0,2001_gicsa_islamerida_pi_mkt_sem_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
gicsa,islamerida,2002_gicsa_islamerida_pi_mkt_fb,2002_gicsa_islamerida_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,islamerida,Facebook,2020-02-01 0:00:00,2020-02-28 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,2.95,29740,0,32680,32680,0,0,0,0,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,MXN,32474.37,4670714,5751,0,0,2002_gicsa_islamerida_pi_mkt_fb_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
gicsa,islamerida,2002_gicsa_islamerida_pi_mkt_sem,2002_gicsa_islamerida_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,islamerida,Google Search,2020-02-01 0:00:00,2020-02-28 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,12,716,0,8600,8600,0,0,0,0,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,MXN,8998.4,189430,7148,0,0,2002_gicsa_islamerida_pi_mkt_sem_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
gicsa,islamerida,2003_gicsa_islamerida_pi_mkt_fb,2003_gicsa_islamerida_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,islamerida,Facebook,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-02 0:00:00,2020-04-01 0:00:00,2.95,29740,0,32680,32680,0,0,0,0,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-02 0:00:00,2020-03-31 0:00:00,MXN,34141.76,3900975,1901,0,0,2003_gicsa_islamerida_pi_mkt_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
gicsa,islamerida,2003_gicsa_islamerida_pi_mkt_sem,2003_gicsa_islamerida_pi_mkt_sem_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,islamerida,Google Search,2020-03-01 0:00:00,2020-03-31 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,12,716,0,8600,8600,0,0,0,0,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,MXN,6245.75,139237,4302,0,0,2003_gicsa_islamerida_pi_mkt_sem_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
gicsa,paseointerlomas,2001_gicsa_paseointerlomas_pi_mkt_fb,2001_gicsa_paseointerlomas_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,paseointerlomas,Facebook,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-02 0:00:00,2020-02-03 0:00:00,2.42,52114,0,47300,47300,47300,47300,0,2.42,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-02 0:00:00,2020-01-31 0:00:00,MXN,77162.55,21424231,18493,0,0,2001_gicsa_paseointerlomas_pi_mkt_fb_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
gicsa,paseointerlomas,2001_gicsa_paseointerlomas_pi_mkt_fb,2001_gicsa_paseointerlomas_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,paseointerlomas,Facebook,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-27 0:00:00,2020-02-03 0:00:00,0,0,0,0,0,0,0,0,0,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-03 0:00:00,MXN,1784.96,277802,192,0,0,2001_gicsa_paseointerlomas_pi_mkt_fb_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
gicsa,paseointerlomas,2001_gicsa_paseointerlomas_pi_mkt_sem,2001_gicsa_paseointerlomas_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,paseointerlomas,Google Search,2020-01-01 0:00:00,2020-01-31 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,12,1434,0,17200,17200,17200,17200,0,12,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-01 0:00:00,2020-01-31 0:00:00,MXN,21490.39,716707,22058,0,0,2001_gicsa_paseointerlomas_pi_mkt_sem_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
gicsa,paseointerlomas,2002_gicsa_paseointerlomas_pi_mkt_fb,2002_gicsa_paseointerlomas_pi_mkt_fb_V4,V4,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,paseointerlomas,Facebook,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-03-07 0:00:00,2.42,138738,0,120142,120142,120142,120142,0,2.42,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,MXN,87095.07,13925125,14217,0,0,2002_gicsa_paseointerlomas_pi_mkt_fb_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
gicsa,paseointerlomas,2002_gicsa_paseointerlomas_pi_mkt_fb,2002_gicsa_paseointerlomas_pi_mkt_fb_V4,V4,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,paseointerlomas,Facebook,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-24 0:00:00,2020-03-07 0:00:00,0,0,0,0,0,0,0,0,0,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-07 0:00:00,MXN,7352.78,660049,337,0,0,2002_gicsa_paseointerlomas_pi_mkt_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
gicsa,paseointerlomas,2002_gicsa_paseointerlomas_pi_mkt_sem,2002_gicsa_paseointerlomas_pi_mkt_sem_V4,V4,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,paseointerlomas,Google Search,2020-02-01 0:00:00,2020-02-29 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,12,1434,0,17200,17200,17200,17200,0,12,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,MXN,18005.72,888649,18814,0,0,2002_gicsa_paseointerlomas_pi_mkt_sem_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
gicsa,paseointerlomas,2003_gicsa_paseointerlomas_pi_mkt_fb,2003_gicsa_paseointerlomas_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,paseointerlomas,Facebook,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-02 0:00:00,2020-04-04 0:00:00,2.42,114208,0,85742,85742,85742,85742,0,2.42,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-02 0:00:00,2020-03-31 0:00:00,MXN,81243.25,12392757,10172,0,0,2003_gicsa_paseointerlomas_pi_mkt_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
gicsa,paseointerlomas,2003_gicsa_paseointerlomas_pi_mkt_sem,2003_gicsa_paseointerlomas_pi_mkt_sem_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,paseointerlomas,Google Search,2020-03-01 0:00:00,2020-03-31 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,12,1434,0,17200,17200,17200,17200,0,12,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,MXN,6891.26,304678,5725,0,0,2003_gicsa_paseointerlomas_pi_mkt_sem_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
gicsa,paseoqueretaro,2001_gicsa_paseoqueretaro_pi_mkt_fb,2001_gicsa_paseoqueretaro_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,paseoqueretaro,Facebook,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-02 0:00:00,2020-02-02 0:00:00,2.42,87660,0,79980,79980,79980,79980,0,2.42,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-02 0:00:00,2020-01-31 0:00:00,MXN,46846.41,7548765,13711,0,0,2001_gicsa_paseoqueretaro_pi_mkt_fb_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
gicsa,paseoqueretaro,2001_gicsa_paseoqueretaro_pi_mkt_fb,2001_gicsa_paseoqueretaro_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,paseoqueretaro,Facebook,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-27 0:00:00,2020-02-02 0:00:00,0,0,0,0,0,0,0,0,0,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-02 0:00:00,MXN,154.47,25431,49,0,0,2001_gicsa_paseoqueretaro_pi_mkt_fb_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
gicsa,paseoqueretaro,2001_gicsa_paseoqueretaro_pi_mkt_sem,2001_gicsa_paseoqueretaro_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,paseoqueretaro,Google Search,2020-01-01 0:00:00,2020-01-31 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,12,1792,0,21500,21500,21500,21500,0,12,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-01 0:00:00,2020-01-31 0:00:00,MXN,16993.78,268958,13802,0,0,2001_gicsa_paseoqueretaro_pi_mkt_sem_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
gicsa,paseoqueretaro,2002_gicsa_paseoqueretaro_pi_mkt_fb,2002_gicsa_paseoqueretaro_pi_mkt_fb_V3,V3,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,paseoqueretaro,Facebook,2020-02-01 0:00:00,2020-02-28 0:00:00,2020-02-01 0:00:00,2020-03-05 0:00:00,2.42,52043,0,47300,47300,47300,47300,0,2.42,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,MXN,46060.98,6693806,9344,0,0,2002_gicsa_paseoqueretaro_pi_mkt_fb_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
gicsa,paseoqueretaro,2002_gicsa_paseoqueretaro_pi_mkt_fb,2002_gicsa_paseoqueretaro_pi_mkt_fb_V3,V3,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,paseoqueretaro,Facebook,2020-02-01 0:00:00,2020-02-28 0:00:00,2020-02-25 0:00:00,2020-03-05 0:00:00,0,0,0,0,0,0,0,0,0,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-05 0:00:00,MXN,885.67,94361,250,0,0,2002_gicsa_paseoqueretaro_pi_mkt_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
gicsa,paseoqueretaro,2002_gicsa_paseoqueretaro_pi_mkt_sem,2002_gicsa_paseoqueretaro_pi_mkt_sem_V3,V3,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,paseoqueretaro,Google Search,2020-02-01 0:00:00,2020-02-28 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,12,1434,0,17200,17200,17200,17200,0,12,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,MXN,22524.3,237923,8399,0,0,2002_gicsa_paseoqueretaro_pi_mkt_sem_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
gicsa,paseoqueretaro,2003_gicsa_paseoqueretaro_pi_mkt_fb,2003_gicsa_paseoqueretaro_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,paseoqueretaro,Facebook,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-02 0:00:00,2020-04-03 0:00:00,2.42,52043,0,47300,47300,47300,47300,0,2.42,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-02 0:00:00,2020-03-31 0:00:00,MXN,54100.06,5658237,5787,0,0,2003_gicsa_paseoqueretaro_pi_mkt_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
gicsa,paseoqueretaro,2003_gicsa_paseoqueretaro_pi_mkt_sem,2003_gicsa_paseoqueretaro_pi_mkt_sem_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,paseoqueretaro,Google Search,2020-03-01 0:00:00,2020-03-31 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,12,1434,0,17200,17200,17200,17200,0,12,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,MXN,12599.72,135433,4510,0,0,2003_gicsa_paseoqueretaro_pi_mkt_sem_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
gwep,aurum,2001_gwep_aurum_pi_pfm_dsp,2001_gwep_aurum_pi_pfm_dsp_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,aurum,Programmatic,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-01 0:00:00,2020-01-31 0:00:00,34.56,362350,478.3,12521.7,13000,8450,7971.7,478.3,22,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-01 0:00:00,2019-12-31 0:00:00,MXN,12986.0928,375755,334,1,0,2001_gwep_aurum_pi_pfm_dsp_2020-01-01,0,1,0,0,0,0,2020-04-30 10:13:12
gwep,aurum,2001_gwep_aurum_pi_pfm_dsp,2001_gwep_aurum_pi_pfm_dsp_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,aurum,Programmatic,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-01 0:00:00,2020-01-31 0:00:00,0,0,0,0,0,0,0,0,0,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-03 0:00:00,MXN,0,1,0,0,0,2001_gwep_aurum_pi_pfm_dsp_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
gwep,aurum,2001_gwep_aurum_pi_pfm_fb,2001_gwep_aurum_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,aurum,Facebook,2020-01-01 0:00:00,2020-01-31 0:00:00,2019-12-06 0:00:00,2020-01-31 0:00:00,6,2500,0,15000,15000,15000,15000,0,6,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-01 0:00:00,2020-01-31 0:00:00,MXN,13290.2,114342,334,0,0,2001_gwep_aurum_pi_pfm_fb_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
gwep,aurum,2001_gwep_aurum_pi_pfm_sem,2001_gwep_aurum_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,aurum,Google Search,2020-01-01 0:00:00,2020-01-31 0:00:00,2019-12-01 0:00:00,2020-01-31 0:00:00,10,2500,0,25000,25000,25000,25000,0,10,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-01 0:00:00,2020-01-31 0:00:00,MXN,9936.61,11067,748,0,0,2001_gwep_aurum_pi_pfm_sem_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
gwep,aurum,2002_gwep_aurum_pi_pfm_fb,2002_gwep_aurum_pi_pfm_fb_V4,V4,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,aurum,Facebook,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,6,4167,0,25000,25000,25000,25000,0,6,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,MXN,24741.67,276164,1012,0,0,2002_gwep_aurum_pi_pfm_fb_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
gwep,aurum,2002_gwep_aurum_pi_pfm_sem,2002_gwep_aurum_pi_pfm_sem_V4,V4,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,aurum,Google Search,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,10,2000,0,20000,20000,20000,20000,0,10,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,MXN,19851.42,23452,868,0,0,2002_gwep_aurum_pi_pfm_sem_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
gwep,aurum,2003_gwep_aurum_pi_pfm_fb,2003_gwep_aurum_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,aurum,Facebook,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,6,4167,0,25000,25000,25000,25000,0,6,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,MXN,24725.2,246350,750,0,0,2003_gwep_aurum_pi_pfm_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
gwep,aurum,2003_gwep_aurum_pi_pfm_gdn,2003_gwep_aurum_pi_pfm_gdn_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,aurum,Google Display,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-02 0:00:00,2020-03-31 0:00:00,2.5,2000,0,5000,5000,5000,5000,0,2.5,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-02 0:00:00,2020-03-31 0:00:00,MXN,4984.12,468038,2387,0,0,2003_gwep_aurum_pi_pfm_gdn_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
gwep,aurum,2003_gwep_aurum_pi_pfm_sem,2003_gwep_aurum_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,aurum,Google Search,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-02-01 0:00:00,2020-03-31 0:00:00,10,2000,0,20000,20000,20000,20000,0,10,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,MXN,17241.03,19973,677,0,0,2003_gwep_aurum_pi_pfm_sem_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
gwep,cortijo,2001_gwep_cortijo_pi_pfm_fb,2001_gwep_cortijo_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,cortijo,Facebook,2020-01-01 0:00:00,2020-01-31 0:00:00,2019-12-20 0:00:00,2020-01-31 0:00:00,6,667,0,4000,4000,4000,4000,0,6,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-01 0:00:00,2020-01-31 0:00:00,MXN,3982.58,29448,398,0,0,2001_gwep_cortijo_pi_pfm_fb_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
gwep,cortijo,2001_gwep_cortijo_pi_pfm_sem,2001_gwep_cortijo_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,cortijo,Google Search,2020-01-01 0:00:00,2020-01-31 0:00:00,2019-12-01 0:00:00,2020-01-31 0:00:00,10,800,0,8000,8000,8000,8000,0,10,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-01 0:00:00,2020-01-31 0:00:00,MXN,7928.96,90198,1111,0,0,2001_gwep_cortijo_pi_pfm_sem_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
gwep,cortijo,2002_gwep_cortijo_pi_pfm_fb,2002_gwep_cortijo_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,cortijo,Facebook,2020-02-01 0:00:00,2020-02-28 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,6,1500,0,9000,9000,9000,9000,0,6,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,MXN,8806.49,80641,901,0,0,2002_gwep_cortijo_pi_pfm_fb_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
gwep,cortijo,2002_gwep_cortijo_pi_pfm_sem,2002_gwep_cortijo_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,cortijo,Google Search,2020-02-01 0:00:00,2020-02-28 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,10,1200,0,12000,12000,12000,12000,0,10,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,MXN,11996.11,189242,1509,0,0,2002_gwep_cortijo_pi_pfm_sem_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
gwep,cortijo,2003_gwep_cortijo_pi_pfm_fb,2003_gwep_cortijo_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,cortijo,Facebook,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,6,1167,0,7000,7000,7000,7000,0,6,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,MXN,6928.24,92643,988,0,0,2003_gwep_cortijo_pi_pfm_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
gwep,cortijo,2003_gwep_cortijo_pi_pfm_gdn,2003_gwep_cortijo_pi_pfm_gdn_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,cortijo,Google Display,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-02 0:00:00,2020-03-31 0:00:00,2.5,800,0,2000,2000,2000,2000,0,2.5,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-02 0:00:00,2020-03-31 0:00:00,MXN,1994.41,313945,1591,0,0,2003_gwep_cortijo_pi_pfm_gdn_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
gwep,cortijo,2003_gwep_cortijo_pi_pfm_sem,2003_gwep_cortijo_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,cortijo,Google Search,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-02-01 0:00:00,2020-03-31 0:00:00,10,900,0,9000,9000,9000,9000,0,10,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,MXN,8995.36,168241,1154,0,0,2003_gwep_cortijo_pi_pfm_sem_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
gwep,cumbresherradura,2001_gwep_cumbresherradura_pi_pfm_dsp,2001_gwep_cumbresherradura_pi_pfm_dsp_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,cumbresherradura,Programmatic,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-01 0:00:00,2020-01-31 0:00:00,34.56,362350,478.3,12521.7,13000,8450,7971.7,478.3,22,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-01 0:00:00,2019-12-15 0:00:00,MXN,13000,397205,272,2,0,2001_gwep_cumbresherradura_pi_pfm_dsp_2020-01-01,0,2,0,0,0,0,2020-04-30 10:13:12
gwep,cumbresherradura,2001_gwep_cumbresherradura_pi_pfm_fb,2001_gwep_cumbresherradura_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,cumbresherradura,Facebook,2020-01-01 0:00:00,2020-01-31 0:00:00,2019-12-06 0:00:00,2020-01-31 0:00:00,6,2000,0,12000,12000,12000,12000,0,6,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-01 0:00:00,2020-01-31 0:00:00,MXN,11966.41,190339,2554,0,0,2001_gwep_cumbresherradura_pi_pfm_fb_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
gwep,cumbresherradura,2001_gwep_cumbresherradura_pi_pfm_sem,2001_gwep_cumbresherradura_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,cumbresherradura,Google Search,2020-01-01 0:00:00,2020-01-31 0:00:00,2019-12-01 0:00:00,2020-01-31 0:00:00,10,1300,0,13000,13000,13000,13000,0,10,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-01 0:00:00,2020-01-31 0:00:00,MXN,12743.8,95130,1829,0,0,2001_gwep_cumbresherradura_pi_pfm_sem_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
gwep,cumbresherradura,2002_gwep_cumbresherradura_pi_pfm_fb,2002_gwep_cumbresherradura_pi_pfm_fb_V3,V3,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,cumbresherradura,Facebook,2020-02-01 0:00:00,2020-02-28 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,6,3193,0,19156.69,19156.69,19156.69,19156.69,0,6,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,MXN,18907.82,213631,2511,0,0,2002_gwep_cumbresherradura_pi_pfm_fb_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
